transcript_id,13_S31_R1_001.bam.gtf,23_S32_R1_001.bam.gtf,35_S33_R1_001.bam.gtf,52_S34_R1_001.bam.gtf,60_S35_R1_001.bam.gtf,72_S36_R1_001.bam.gtf,85_S37_R1_001.bam.gtf,9_S30_R1_001.bam.gtf
Montipora_capitata_HIv3___RNAseq.g43405.t1,362,668,113,228,331,222,223,673
Montipora_capitata_HIv3___RNAseq.g47499.t1,74,102,74,164,919,515,224,80
Montipora_capitata_HIv3___RNAseq.g19858.t1,0,0,25,120,128,150,69,8
Montipora_capitata_HIv3___TS.g48023.t1,2,5,18,32,34,43,33,2
Montipora_capitata_HIv3___TS.g12966.t1,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g8476.t1,0,0,3,0,0,0,0,4
Montipora_capitata_HIv3___RNAseq.g14329.t1,0,1,7,11,15,34,12,0
Montipora_capitata_HIv3___RNAseq.g44715.t1,169,481,57,239,241,399,313,290
Montipora_capitata_HIv3___TS.g30357.t1,0,0,2,1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7703.t1,0,0,0,0,0,0,1,0
Montipora_capitata_HIv3___TS.g40891.t1b,24305,38122,26977,36137,29671,14470,8688,34174
Montipora_capitata_HIv3___TS.g40891.t1a,151,280,169,407,408,209,330,187
Montipora_capitata_HIv3___RNAseq.g38812.t1,0,0,0,6,0,0,8,2
Montipora_capitata_HIv3___RNAseq.g19192.t1,58,561,194,23,40,12,38,213
Montipora_capitata_HIv3___RNAseq.g8622.t1,0,0,0,5,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g2015.t1,0,0,0,0,0,17,3,0
Montipora_capitata_HIv3___TS.g471.t1,414,701,297,289,278,351,475,933
Montipora_capitata_HIv3___RNAseq.g41098.t1,0,0,0,1,4,2,3,0
Montipora_capitata_HIv3___RNAseq.g17074.t1,0,0,0,0,0,4,15,0
Montipora_capitata_HIv3___TS.g28746.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g333.t1,0,0,10,16,22,19,47,1
Montipora_capitata_HIv3___RNAseq.g5884.t1,172,65,42,179,229,310,244,108
Montipora_capitata_HIv3___RNAseq.g19787.t1,0,3,0,1,0,0,0,0
Montipora_capitata_HIv3___TS.g16214.t1,0,0,0,0,0,1,3,0
Montipora_capitata_HIv3___RNAseq.g48375.t1,0,0,0,0,0,0,1,0
Montipora_capitata_HIv3___TS.g11173.t1,0,0,3,0,5,0,3,4
Montipora_capitata_HIv3___RNAseq.g21795.t1,0,0,17,22,48,59,9,0
Montipora_capitata_HIv3___TS.g2689.t1,23,42,69,100,102,111,55,21
Montipora_capitata_HIv3___TS.g37670.t1,5,9,17,0,6,0,0,11
Montipora_capitata_HIv3___TS.g39314.t1,0,0,0,0,0,4,0,5
Montipora_capitata_HIv3___RNAseq.27285_t,0,10,0,0,8,0,0,8
Montipora_capitata_HIv3___RNAseq.g19190.t1,1195,3323,591,1340,1664,1692,630,2204
Montipora_capitata_HIv3___RNAseq.g22120.t1a,0,0,0,0,2,0,6,0
Montipora_capitata_HIv3___RNAseq.g22120.t1b,838,1685,296,69,104,100,244,1340
Montipora_capitata_HIv3___RNAseq.g40742.t1,0,5,0,2,5,0,1,0
Montipora_capitata_HIv3___RNAseq.g3942.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38159.t1,0,0,0,4,13,10,4,0
Montipora_capitata_HIv3___RNAseq.g7690.t1,0,0,0,0,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g1311.t1,0,0,7,0,6,0,0,0
Montipora_capitata_HIv3___RNAseq.g26603.t1,104,467,370,747,728,333,295,363
Montipora_capitata_HIv3___RNAseq.g22722.t1,0,0,22,8,10,18,23,7
Montipora_capitata_HIv3___RNAseq.g1627.t1,0,1,3,7,3,11,1,0
Montipora_capitata_HIv3___RNAseq.g20105.t1,271,2322,3954,10905,8168,2415,742,1264
Montipora_capitata_HIv3___TS.g7595.t1,57,182,36,16,33,26,97,116
Montipora_capitata_HIv3___RNAseq.g9328.t1,394,852,100,160,251,1049,4092,1137
Montipora_capitata_HIv3___RNAseq.g27387.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g8449.t1,0,0,0,0,0,3,3,0
Montipora_capitata_HIv3___RNAseq.g43211.t1,0,0,21,9,22,26,16,0
Montipora_capitata_HIv3___TS.g15340.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38810.t1,0,0,0,0,0,7,3,0
Montipora_capitata_HIv3___RNAseq.g12005.t1,0,0,6,0,0,15,0,0
Montipora_capitata_HIv3___TS.g28840.t1,0,3,2,20,7,26,30,2
Montipora_capitata_HIv3___TS.g9316.t1,0,0,0,1,0,0,7,0
Montipora_capitata_HIv3___RNAseq.g6412.t1,0,0,0,7,0,5,8,0
Montipora_capitata_HIv3___TS.g30355.t1,0,0,0,8,13,33,29,0
Montipora_capitata_HIv3___RNAseq.g36753.t1,0,0,0,0,0,2,2,0
Montipora_capitata_HIv3___RNAseq.g5341.t1,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g1313.t1,0,1,6,9,10,18,31,0
Montipora_capitata_HIv3___RNAseq.g41649.t1,0,5,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g231.t1,0,0,0,0,14,173,29,0
Montipora_capitata_HIv3___RNAseq.g23293.t1,1940,3714,2823,8540,8053,4417,2256,4142
Montipora_capitata_HIv3___RNAseq.g31543.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42386.t1,0,0,0,0,0,9,0,0
Montipora_capitata_HIv3___TS.g18037.t1,112,304,281,2078,2036,1169,707,278
Montipora_capitata_HIv3___RNAseq.g14675.t3,266,1063,498,743,411,736,722,675
Montipora_capitata_HIv3___RNAseq.788_t,231,284,86,38,27,65,63,344
Montipora_capitata_HIv3___RNAseq.g5886.t1,0,5,31,96,108,165,64,0
Montipora_capitata_HIv3___TS.g20192.t1,0,65,5,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g1064.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28377.t1,0,0,0,0,0,0,7,0
Montipora_capitata_HIv3___RNAseq.g427.t1,0,3,0,0,0,5,3,0
Montipora_capitata_HIv3___RNAseq.g13488.t1,0,0,0,1,5,0,0,0
Montipora_capitata_HIv3___TS.g27357.t1,0,5,0,0,3,0,2,0
Montipora_capitata_HIv3___RNAseq.g36751.t1,0,0,0,3,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g4499.t1,0,5,6,0,12,36,8,0
Montipora_capitata_HIv3___RNAseq.g12007.t1,1691,2551,1690,7457,6407,2350,1219,2291
Montipora_capitata_HIv3___RNAseq.g31184.t1,3,1,16,35,28,67,85,7
Montipora_capitata_HIv3___RNAseq.g50367.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24995.t1,0,0,0,14,15,23,10,0
Montipora_capitata_HIv3___RNAseq.g78.t1,0,0,6,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g35795.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g25587.t1,0,2,2,7,9,17,9,0
Montipora_capitata_HIv3___RNAseq.g27257.t1,4,0,0,4,2,0,1,0
Montipora_capitata_HIv3___RNAseq.g35307.t1,0,0,0,4,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39348.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g45292.t1,0,7,4,5,10,5,8,4
Montipora_capitata_HIv3___RNAseq.28654_t,0,0,6,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28375.t1,0,0,2,2,0,2,3,0
Montipora_capitata_HIv3___RNAseq.g50188.t1,0,0,7,3,0,0,0,0
Montipora_capitata_HIv3___RNAseq.10949_t,0,0,3,4,7,13,6,0
Montipora_capitata_HIv3___RNAseq.g1254.t1,0,0,0,3,2,7,0,0
Montipora_capitata_HIv3___RNAseq.g49014.t1,0,2,2,1,2,2,2,1
Montipora_capitata_HIv3___RNAseq.g11040.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g11250.t1,0,0,3,6,18,5,1,0
Montipora_capitata_HIv3___RNAseq.35799_t,70,203,197,302,285,168,85,109
Montipora_capitata_HIv3___TS.g47262.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28067.t1,1772,6590,3963,4732,3560,1992,1033,4454
Montipora_capitata_HIv3___RNAseq.g23003.t1,2402,3527,3053,9984,9138,4914,2568,3109
Montipora_capitata_HIv3___TS.g7597.t2,54,221,150,395,582,1075,808,126
Montipora_capitata_HIv3___RNAseq.36016_t,0,0,2,0,2,0,0,0
Montipora_capitata_HIv3___TS.g38607.t1,0,0,0,10,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2220.t1,0,0,0,7,0,11,0,0
Montipora_capitata_HIv3___RNAseq.g16256.t1,27,95,26,14,10,9,10,70
Montipora_capitata_HIv3___RNAseq.g1974.t1,0,0,11,0,11,29,33,5
Montipora_capitata_HIv3___RNAseq.g8410.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14677.t1,72,123,817,3889,4659,1814,1394,102
Montipora_capitata_HIv3___RNAseq.g21890.t1,0,0,7,45,3,24,7,0
Montipora_capitata_HIv3___RNAseq.g40279.t1,0,8,6,8,5,11,8,0
Montipora_capitata_HIv3___RNAseq.g47034.t1,1885,2740,1412,5487,8241,9173,11157,2898
Montipora_capitata_HIv3___TS.g23939.t1,0,0,2,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g33295.t1,0,22,22,7,16,31,40,39
Montipora_capitata_HIv3___RNAseq.g28065.t1,66,298,82,0,28,24,4,175
Montipora_capitata_HIv3___RNAseq.g23359.t1,277,1211,644,2610,2005,1055,644,689
Montipora_capitata_HIv3___RNAseq.g45103.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45040.t1,0,0,0,5,0,9,5,0
Montipora_capitata_HIv3___TS.g3527.t1,23,28,23,7,19,19,26,26
Montipora_capitata_HIv3___RNAseq.g42466.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g17483.t1,6,9,12,8,10,15,6,4
Montipora_capitata_HIv3___RNAseq.g33967.t1,0,4,4,6,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36665.t1,0,16,0,9,10,38,0,0
Montipora_capitata_HIv3___RNAseq.g5468.t1,0,2,0,5,0,9,0,4
Montipora_capitata_HIv3___RNAseq.g25378.t1,7,2,0,0,6,10,0,3
Montipora_capitata_HIv3___RNAseq.g37720.t1,0,13,0,13,3,4,0,0
Montipora_capitata_HIv3___RNAseq.g40640.t1,14,20,10,6,4,6,15,12
Montipora_capitata_HIv3___RNAseq.g13412.t1,10,71,83,207,236,153,73,59
Montipora_capitata_HIv3___RNAseq.g15585.t1,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g11042.t1,0,0,0,5,0,2,8,0
Montipora_capitata_HIv3___TS.g36363.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22238.t1,0,0,0,0,0,10,17,0
Montipora_capitata_HIv3___RNAseq.g17902.t1,0,0,5,4,0,17,11,0
Montipora_capitata_HIv3___RNAseq.g48758.t1,43,93,23,154,88,42,15,39
Montipora_capitata_HIv3___RNAseq.g21511.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g25958.t1,0,0,2,10,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41252.t1,0,11,15,95,55,12,5,0
Montipora_capitata_HIv3___RNAseq.g25619.t1,181,306,157,156,294,497,527,254
Montipora_capitata_HIv3___RNAseq.g29977.t1,245,260,323,1717,1723,1078,450,402
Montipora_capitata_HIv3___RNAseq.g23922.t1,0,0,0,3,3,1,3,0
Montipora_capitata_HIv3___RNAseq.g32362.t1,29,237,68,43,23,0,15,139
Montipora_capitata_HIv3___TS.g35414.t1,1,5,0,294,211,51,75,11
Montipora_capitata_HIv3___RNAseq.g40661.t1,0,0,0,0,0,0,5,0
Montipora_capitata_HIv3___RNAseq.g32762.t1,0,0,0,0,0,0,7,0
Montipora_capitata_HIv3___TS.g47522.t1,961,2852,825,2263,2414,1617,979,2050
Montipora_capitata_HIv3___RNAseq.g45636.t1,0,0,0,1,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g21892.t1,2,0,0,0,1,6,0,0
Montipora_capitata_HIv3___RNAseq.g34475.t1,1351,3990,4161,8952,8714,4110,1730,5157
Montipora_capitata_HIv3___RNAseq.g46287.t1,0,0,0,4,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g8587.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31948.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g17900.t1,0,5,7,11,6,18,3,3
Montipora_capitata_HIv3___RNAseq.g5893.t1,0,0,0,5,0,5,0,3
Montipora_capitata_HIv3___RNAseq.g26344.t1,0,5,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g13435.t1,0,8,9,11,10,10,4,5
Montipora_capitata_HIv3___RNAseq.g23316.t1,7,29,43,181,154,170,151,7
Montipora_capitata_HIv3___RNAseq.g9621.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g33015.t1,0,0,12,0,9,8,0,0
Montipora_capitata_HIv3___RNAseq.g4800.t1,280,953,819,1624,1772,1349,691,639
Montipora_capitata_HIv3___RNAseq.g3796.t1,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g6116.t1,0,0,0,2,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g33007.t1c,0,4,0,10,21,3,7,0
Montipora_capitata_HIv3___RNAseq.g8031.t1,0,0,0,0,0,5,1,0
Montipora_capitata_HIv3___TS.g6572.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45042.t1,349,590,174,174,133,214,177,477
Montipora_capitata_HIv3___RNAseq.g21111.t1,0,0,0,4,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g22380.t1,0,0,12,0,5,3,16,0
Montipora_capitata_HIv3___RNAseq.g33007.t1a,0,0,4,4,13,0,5,0
Montipora_capitata_HIv3___RNAseq.g9588.t1,1399,3116,1148,1007,1107,703,624,2745
Montipora_capitata_HIv3___RNAseq.g36496.t1,0,2,1,1,1,2,3,0
Montipora_capitata_HIv3___RNAseq.g290.t1,0,0,0,4,0,0,7,0
Montipora_capitata_HIv3___RNAseq.g32760.t1,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g28151.t1,0,21,10,14,18,24,412,4
Montipora_capitata_HIv3___RNAseq.g22568.t1,0,0,0,0,4,0,0,0
Montipora_capitata_HIv3___TS.g884.t1,29,81,20,105,210,506,408,103
Montipora_capitata_HIv3___RNAseq.g46067.t1,0,43,120,41,31,5,21,1
Montipora_capitata_HIv3___TS.g20260.t1,12,25,0,9,0,0,12,26
Montipora_capitata_HIv3___TS.g20532.t1,0,0,5,10,24,0,7,0
Montipora_capitata_HIv3___RNAseq.g15209.t1b,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26883.t1,4,11,41,32,23,34,25,7
Montipora_capitata_HIv3___RNAseq.g42229.t1,0,12,45,63,39,19,17,5
Montipora_capitata_HIv3___RNAseq.g3182.t2,0,0,0,10,17,52,157,0
Montipora_capitata_HIv3___RNAseq.g35857.t1,84,272,36,9,10,8,2,204
Montipora_capitata_HIv3___RNAseq.g10739.t1,180,605,158,61,139,90,57,541
Montipora_capitata_HIv3___RNAseq.g22836.t1,0,28,18,46,24,51,28,0
Montipora_capitata_HIv3___RNAseq.g1672.t1,0,0,0,0,0,2,15,0
Montipora_capitata_HIv3___RNAseq.g31488.t1,1405,1973,426,649,927,629,470,1841
Montipora_capitata_HIv3___RNAseq.g27028.t1,43,261,45,8,9,9,14,184
Montipora_capitata_HIv3___RNAseq.g32360.t1,4,18,7,5,3,5,4,2
Montipora_capitata_HIv3___RNAseq.g44679.t1,0,0,0,4,0,0,4,0
Montipora_capitata_HIv3___TS.g45475.t1,0,1,0,2,18,9,1,0
Montipora_capitata_HIv3___RNAseq.g45634.t1,0,3,0,0,7,5,2,0
Montipora_capitata_HIv3___TS.g34464.t1,0,0,6,25,56,52,59,27
Montipora_capitata_HIv3___RNAseq.g41581.t1,1346,3104,1277,330,275,451,652,3303
Montipora_capitata_HIv3___RNAseq.g26649.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g26881.t1,0,0,3,0,3,5,3,0
Montipora_capitata_HIv3___RNAseq.g4617.t1,0,0,6,22,28,8,2,0
Montipora_capitata_HIv3___TS.g35278.t1,0,0,0,0,8,0,6,8
Montipora_capitata_HIv3___RNAseq.g8585.t1,0,1,2,1,2,0,2,0
Montipora_capitata_HIv3___RNAseq.g23740.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g39587.t1,0,0,0,6,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g35627.t1,404,735,515,2202,2263,1298,630,411
Montipora_capitata_HIv3___RNAseq.g37629.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26346.t1,0,0,0,0,0,0,0,1
Montipora_capitata_HIv3___RNAseq.g7143.t1,957,2307,1918,2631,2244,762,501,1868
Montipora_capitata_HIv3___TS.g36531.t1,33,101,168,278,242,144,109,27
Montipora_capitata_HIv3___RNAseq.g3794.t1,0,0,0,0,0,0,5,0
Montipora_capitata_HIv3___RNAseq.g21915.t1,0,3,15,15,17,20,17,7
Montipora_capitata_HIv3___RNAseq.g49923.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g18392.t1,0,0,0,4,9,20,43,0
Montipora_capitata_HIv3___RNAseq.g48259.t1,0,0,0,0,4,60,234,0
Montipora_capitata_HIv3___RNAseq.g18978.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g11453.t1,0,0,5,0,7,0,0,0
Montipora_capitata_HIv3___RNAseq.g4632.t1,0,0,8,23,34,56,29,0
Montipora_capitata_HIv3___TS.g42621.t1,2478,4056,1137,2938,3448,4326,3195,3568
Montipora_capitata_HIv3___RNAseq.g3102.t1,140,419,125,313,286,321,191,345
Montipora_capitata_HIv3___TS.g22767.t1,7,31,0,4,0,0,16,0
Montipora_capitata_HIv3___RNAseq.g44088.t1,112,205,72,210,242,345,266,190
Montipora_capitata_HIv3___RNAseq.g26692.t1,14361,27394,22716,26760,20947,10885,7520,25438
Montipora_capitata_HIv3___RNAseq.g30770.t1,0,8,0,0,0,12,6,1
Montipora_capitata_HIv3___RNAseq.g16324.t1,73,316,392,2260,2508,1346,752,218
Montipora_capitata_HIv3___RNAseq.g5172.t1,0,0,0,4,1,3,0,0
Montipora_capitata_HIv3___RNAseq.g35428.t1,176,258,273,2009,2311,1310,665,393
Montipora_capitata_HIv3___TS.g12801.t1,0,0,0,10,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g36820.t1,0,0,8,14,74,53,41,0
Montipora_capitata_HIv3___RNAseq.g15608.t1,1898,5834,5500,17078,14848,6149,4154,3981
Montipora_capitata_HIv3___RNAseq.g18390.t1,0,2,12,20,20,29,34,0
Montipora_capitata_HIv3___RNAseq.g48723.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40982.t1a,100,161,48,53,53,72,48,183
Montipora_capitata_HIv3___RNAseq.g9962.t1,0,0,2,0,8,38,48,0
Montipora_capitata_HIv3___RNAseq.g40982.t1c,9,13,0,0,0,38,20,20
Montipora_capitata_HIv3___RNAseq.g40982.t1b,0,0,0,0,4,4,0,0
Montipora_capitata_HIv3___TS.g47945.t2,4735,7281,6227,16322,19850,18115,16570,8140
Montipora_capitata_HIv3___RNAseq.g30596.t2,1296,4889,1828,1934,1728,1305,952,2570
Montipora_capitata_HIv3___RNAseq.g24368.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39806.t1,2,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g29536.t1,300,696,1364,4730,5227,2244,916,835
Montipora_capitata_HIv3___TS.g35651.t1,102,182,87,173,102,138,51,110
Montipora_capitata_HIv3___TS.g10109.t1,0,9,11,10,8,9,15,3
Montipora_capitata_HIv3___RNAseq.g1566.t1,0,0,0,0,0,0,8,0
Montipora_capitata_HIv3___RNAseq.g41200.t1,161,732,249,189,317,223,352,481
Montipora_capitata_HIv3___RNAseq.g4108.t1,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g4615.t1,0,0,0,0,0,7,0,0
Montipora_capitata_HIv3___RNAseq.g20008.t1a,0,0,0,4,33,76,33,5
Montipora_capitata_HIv3___TS.g34252.t1,0,4,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32203.t1,2,1,21,76,40,56,19,4
Montipora_capitata_HIv3___RNAseq.34855_t,0,0,0,4,8,0,19,14
Montipora_capitata_HIv3___RNAseq.g40451.t1,35,67,69,82,59,20,20,66
Montipora_capitata_HIv3___RNAseq.g36142.t1a,5,3,0,52,40,41,26,4
Montipora_capitata_HIv3___RNAseq.g36142.t1b,0,0,0,2,0,2,3,0
Montipora_capitata_HIv3___TS.g13181.t1,0,0,0,0,6,0,0,0
Montipora_capitata_HIv3___RNAseq.g42941.t1,7,12,3,8,3,4,1,10
Montipora_capitata_HIv3___TS.g27397.t1,0,0,0,0,0,5,6,0
Montipora_capitata_HIv3___RNAseq.g45846.t1,0,7,29,36,15,14,57,0
Montipora_capitata_HIv3___TS.g37247.t1,254,437,43,195,392,637,309,507
Montipora_capitata_HIv3___TS.g6890.t1,52,186,59,21,32,9,37,132
Montipora_capitata_HIv3___RNAseq.g44477.t1,0,30,83,588,555,143,125,0
Montipora_capitata_HIv3___RNAseq.g18036.t1,0,0,8,5,0,46,71,0
Montipora_capitata_HIv3___RNAseq.g10050.t1,0,4,0,0,0,0,6,0
Montipora_capitata_HIv3___RNAseq.g2700.t1,0,0,0,33,32,29,11,4
Montipora_capitata_HIv3___RNAseq.g38620.t1,0,0,0,5,3,1,3,0
Montipora_capitata_HIv3___RNAseq.g6276.t1,0,0,0,2,0,11,0,0
Montipora_capitata_HIv3___RNAseq.g46768.t1,104,251,134,156,265,129,110,205
Montipora_capitata_HIv3___RNAseq.g46102.t1,2137,4692,1619,609,715,1844,2506,4859
Montipora_capitata_HIv3___RNAseq.g5813.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5928.t1,0,0,0,7,3,0,4,5
Montipora_capitata_HIv3___RNAseq.g34532.t1,3814,4790,582,1979,4203,2846,1991,6163
Montipora_capitata_HIv3___RNAseq.g8409.t1,0,0,17,69,95,11,8,1
Montipora_capitata_HIv3___RNAseq.g37329.t1,229,311,98,444,462,432,419,393
Montipora_capitata_HIv3___RNAseq.g16105.t1,0,0,0,0,0,0,5,0
Montipora_capitata_HIv3___TS.g46275.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23662.t1,0,0,0,0,6,0,0,0
Montipora_capitata_HIv3___RNAseq.g30594.t1,0,7,6,26,36,46,36,1
Montipora_capitata_HIv3___RNAseq.g43891.t1,1,3,0,3,0,1,3,1
Montipora_capitata_HIv3___RNAseq.g20173.t1,0,0,0,0,2,3,2,0
Montipora_capitata_HIv3___RNAseq.g42828.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g16674.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8524.t1b,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44475.t1,17,15,11,22,49,86,78,39
Montipora_capitata_HIv3___RNAseq.g16667.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g1564.t1,211,391,88,852,986,1457,1037,343
Montipora_capitata_HIv3___RNAseq.g14833.t1,0,0,0,9,3,12,0,5
Montipora_capitata_HIv3___TS.g48999.t1,0,0,4,5,3,0,0,0
Montipora_capitata_HIv3___TS.g7314.t2,483,1505,546,2635,2732,3552,2608,1191
Montipora_capitata_HIv3___RNAseq.g31240.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44597.t1,1519,2437,1283,4126,5328,3882,3535,2324
Montipora_capitata_HIv3___RNAseq.g50006.t1,524,1368,133,523,599,458,185,783
Montipora_capitata_HIv3___TS.g27682.t1,0,5,13,9,7,30,19,0
Montipora_capitata_HIv3___RNAseq.g41664.t1,0,13,0,15,14,34,19,0
Montipora_capitata_HIv3___RNAseq.g43893.t1,0,18,7,10,12,6,7,14
Montipora_capitata_HIv3___RNAseq.g26567.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43616.t1,0,1,2,4,7,14,4,0
Montipora_capitata_HIv3___RNAseq.g20549.t1,0,7,0,11,3,13,12,2
Montipora_capitata_HIv3___TS.g34659.t1,0,0,0,8,8,5,0,0
Montipora_capitata_HIv3___RNAseq.g40453.t1,344,994,495,1239,1372,1468,1238,732
Montipora_capitata_HIv3___TS.g24411.t1,54,117,34,39,43,20,0,97
Montipora_capitata_HIv3___TS.g25484.t1,0,0,3,0,0,0,0,0
Montipora_capitata_HIv3___TS.g34586.t1,0,3,4,4,6,3,3,0
Montipora_capitata_HIv3___RNAseq.g50004.t1,807,2728,2563,4640,4222,2018,1414,2041
Montipora_capitata_HIv3___RNAseq.g37331.t1,58,142,31,201,143,190,230,157
Montipora_capitata_HIv3___RNAseq.g8915.t1,17,40,13,22,27,196,220,26
Montipora_capitata_HIv3___RNAseq.g48261.t1,0,0,6,2,0,0,6,0
Montipora_capitata_HIv3___RNAseq.g20552.t1,0,3,0,0,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g2440.t1,0,2,0,1,0,0,0,0
Montipora_capitata_HIv3___TS.g13850.t2,9,21,0,23,17,27,11,22
Montipora_capitata_HIv3___RNAseq.g20952.t1,119,373,290,688,602,505,451,213
Montipora_capitata_HIv3___RNAseq.g35008.t1,0,3,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44132.t1,0,0,0,19,21,10,8,0
Montipora_capitata_HIv3___RNAseq.g50396.t1,0,0,0,1,2,4,0,0
Montipora_capitata_HIv3___RNAseq.g34121.t1,0,0,1,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g6489.t1,1048,2950,1556,1384,1426,1165,1191,2448
Montipora_capitata_HIv3___RNAseq.g13726.t1,0,0,0,8,10,14,9,0
Montipora_capitata_HIv3___RNAseq.g17861.t1,0,0,0,0,0,0,0,4
Montipora_capitata_HIv3___RNAseq.g48399.t1,0,2,8,5,18,13,3,0
Montipora_capitata_HIv3___TS.g7139.t1,9552,14145,11903,35445,47374,48143,47322,17289
Montipora_capitata_HIv3___RNAseq.g26671.t1,766,1839,870,1401,1823,2951,2547,1301
Montipora_capitata_HIv3___RNAseq.g20717.t1,0,0,1,1,18,5,3,0
Montipora_capitata_HIv3___RNAseq.g40929.t1a,0,0,6,115,126,150,157,0
Montipora_capitata_HIv3___RNAseq.g49769.t1,136,253,220,123,194,1232,3360,231
Montipora_capitata_HIv3___RNAseq.35242_t,3921,5369,1512,1400,1368,1060,689,5229
Montipora_capitata_HIv3___RNAseq.g29180.t1,0,0,0,63,9,8,9,0
Montipora_capitata_HIv3___RNAseq.g35467.t1,0,0,0,20,0,28,0,0
Montipora_capitata_HIv3___RNAseq.g45575.t1,334,561,203,417,489,1149,743,513
Montipora_capitata_HIv3___RNAseq.g49250.t1,0,0,0,0,3,4,0,0
