gene_id,13_S31_R1_001.bam.gtf,23_S32_R1_001.bam.gtf,35_S33_R1_001.bam.gtf,52_S34_R1_001.bam.gtf,60_S35_R1_001.bam.gtf,72_S36_R1_001.bam.gtf,85_S37_R1_001.bam.gtf,9_S30_R1_001.bam.gtf
Montipora_capitata_HIv3___RNAseq.g32041.t1,0,0,0,0,0,14,7,0
Montipora_capitata_HIv3___TS.g20052.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g39145.t1,0,0,0,1,0,7,0,0
Montipora_capitata_HIv3___RNAseq.g21992.t1,0,0,0,2,0,4,4,0
Montipora_capitata_HIv3___RNAseq.g6219.t1,0,9,25,15,28,46,0,0
Montipora_capitata_HIv3___RNAseq.g37814.t1,0,0,3,15,2,6,2,0
Montipora_capitata_HIv3___RNAseq.g19313.t1,0,0,0,0,2,7,0,0
Montipora_capitata_HIv3___RNAseq.g23801.t1,0,0,23,13,27,15,7,0
Montipora_capitata_HIv3___RNAseq.g16300.t1,0,1,1,1,1,1,3,1
Montipora_capitata_HIv3___RNAseq.g15924.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21657.t1,0,1,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g49043.t1,0,0,0,0,3,0,5,5
Montipora_capitata_HIv3___RNAseq.g12492.t1,0,2,7,10,14,8,6,3
Montipora_capitata_HIv3___RNAseq.g44486.t1,0,0,16,12,13,0,9,0
Montipora_capitata_HIv3___TS.g25403.t1,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g340.t1,0,7,6,43,5,17,11,11
STRG.2330,710,1317,252,1875,2776,2322,1370,864
STRG.7190,750,1743,370,1101,1480,1450,955,1456
STRG.7191,1005,5945,4335,4830,4220,1430,1382,3847
STRG.7192,1012,6479,5027,6764,6030,2038,1908,4110
STRG.7193,841,2041,397,616,486,247,157,1842
Montipora_capitata_HIv3___RNAseq.g31911.t1,0,0,0,0,0,0,3,3
STRG.7195,120,381,56,157,330,588,432,178
STRG.7196,103,612,383,293,289,584,674,314
STRG.7197,263,757,399,1874,1923,1151,527,550
STRG.7198,50,175,71,550,641,904,611,114
STRG.7199,846,1954,668,379,322,383,418,1406
Montipora_capitata_HIv3___RNAseq.g23860.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g6100.t1,0,0,0,0,5,0,7,0
Montipora_capitata_HIv3___RNAseq.g44484.t1,0,22,10,63,18,71,77,0
Montipora_capitata_HIv3___RNAseq.g23803.t1,0,2,0,3,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g36237.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g30504.t1,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___TS.g37396.t1,0,16,11,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g43712.t1,0,0,0,3,3,11,0,0
Montipora_capitata_HIv3___RNAseq.g1198.t1,0,0,0,0,0,14,0,0
STRG.1930,2,34,25,34,32,24,14,10
STRG.1931,1897,6880,5784,9765,10106,3873,2891,4987
STRG.1932,2076,3022,895,2566,2420,2024,1844,2706
STRG.1933,261,624,162,255,272,232,140,383
STRG.1934,3,9,7,33,10,33,59,3
STRG.1935,157,468,308,1626,2077,2248,1262,302
STRG.1936,2822,5271,1788,5421,5785,5585,4151,3613
Montipora_capitata_HIv3___RNAseq.g13091.t1,0,0,0,4,7,0,4,0
STRG.1938,627,1695,327,700,874,694,477,1236
STRG.1939,116,480,286,585,608,323,197,284
Montipora_capitata_HIv3___RNAseq.g21147.t1,0,0,4,0,3,6,3,0
Montipora_capitata_HIv3___TS.g39735.t1,0,0,13,8,6,3,0,0
Montipora_capitata_HIv3___RNAseq.g50188.t1,0,0,7,3,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8394.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g327.t1,0,0,2,6,82,16,6,0
Montipora_capitata_HIv3___RNAseq.g28646.t1,0,0,6,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13861.t1,0,0,0,3,10,1,0,0
STRG.7446,76,177,33,203,188,120,156,178
STRG.7447,299,1100,219,516,798,1531,2107,781
Montipora_capitata_HIv3___RNAseq.g19942.t1,0,23,13,8,9,10,22,5
STRG.7445,22,62,51,84,56,27,21,42
STRG.7442,68,92,29,80,40,7,0,118
STRG.7443,102,336,957,2008,1802,675,588,321
STRG.7440,3,9,4,0,34,16,11,0
STRG.7441,3,0,50,136,188,165,109,0
STRG.7448,42,72,52,1347,1577,932,699,50
STRG.7449,768,1008,851,1633,1664,1010,1149,1014
Montipora_capitata_HIv3___RNAseq.g43341.t1,0,4,0,0,4,2,0,0
Montipora_capitata_HIv3___RNAseq.g3348.t3c,0,0,0,0,4,0,17,0
Montipora_capitata_HIv3___TS.g8158.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g24697.t1,0,0,21,181,197,121,42,0
STRG.7519,21,17,14,331,372,454,519,6
Montipora_capitata_HIv3___RNAseq.g24600.t1,0,0,0,0,7,0,1,0
Montipora_capitata_HIv3___RNAseq.g38948.t1,0,98,125,81,61,101,52,0
Montipora_capitata_HIv3___RNAseq.g43151.t1,0,2,6,0,4,11,5,0
Montipora_capitata_HIv3___TS.g48691.t1,0,8,50,45,83,24,17,3
Montipora_capitata_HIv3___RNAseq.g22379.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34487.t1,0,0,5,49,33,21,26,9
Montipora_capitata_HIv3___RNAseq.g242.t1,0,0,2,6,0,8,14,0
Montipora_capitata_HIv3___RNAseq.g15154.t1,0,0,0,293,273,185,66,0
Montipora_capitata_HIv3___RNAseq.g8555.t1,0,0,0,0,0,0,15,0
Montipora_capitata_HIv3___RNAseq.g37734.t1,0,0,0,1,0,4,0,2
Montipora_capitata_HIv3___RNAseq.g50512.t1,0,3,2,10,13,7,4,1
Montipora_capitata_HIv3___RNAseq.g43964.t1,0,13,7,16,26,66,66,22
Montipora_capitata_HIv3___TS.g42714.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g12407.t1,0,4,10,9,7,9,3,0
Montipora_capitata_HIv3___RNAseq.g38969.t1,0,1,3,9,5,4,4,0
STRG.11487,313,430,167,43,52,0,0,401
STRG.7640,16,87,21,60,105,52,26,96
Montipora_capitata_HIv3___RNAseq.g13093.t1,0,100,34,7,12,11,40,3
Montipora_capitata_HIv3___RNAseq.g14400.t1,0,4,0,18,10,8,5,3
Montipora_capitata_HIv3___TS.g27620.t1,0,6,4,21,21,21,5,0
Montipora_capitata_HIv3___RNAseq.g22309.t1,0,0,4,8,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2032.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29239.t1,0,0,0,6,0,0,0,2
Montipora_capitata_HIv3___TS.g48946.t1,0,0,0,0,0,0,6,0
Montipora_capitata_HIv3___RNAseq.g7950.t1,0,0,11,0,0,2,0,0
Montipora_capitata_HIv3___TS.g6496.t1,0,0,0,19,7,10,15,0
Montipora_capitata_HIv3___RNAseq.g7668.t1,0,0,0,0,5,3,2,0
Montipora_capitata_HIv3___RNAseq.g38076.t1,0,8,0,234,335,851,1717,0
Montipora_capitata_HIv3___RNAseq.g37778.t1,0,3,0,2,0,0,0,0
Montipora_capitata_HIv3___TS.g8332.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24081.t1,0,0,0,0,3,2,10,0
Montipora_capitata_HIv3___RNAseq.g6907.t1,0,21,86,144,186,213,184,18
Montipora_capitata_HIv3___TS.g14063.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g50160.t1,0,0,0,0,0,3,7,0
Montipora_capitata_HIv3___RNAseq.g27215.t1,0,296,633,1425,1117,542,360,0
Montipora_capitata_HIv3___RNAseq.g43149.t1,0,26,75,75,100,24,29,0
Montipora_capitata_HIv3___RNAseq.g10644.t1,0,420,857,1069,1229,554,360,3
Montipora_capitata_HIv3___RNAseq.g50446.t1,0,2411,6246,18471,14781,5841,3530,0
Montipora_capitata_HIv3___RNAseq.g46305.t1,0,0,5,6,4,0,0,0
Montipora_capitata_HIv3___TS.g28989.t1,0,0,0,0,1,3,0,0
STRG.6711,8,13,8,20,15,14,4,0
STRG.6710,139,201,67,39,66,141,72,155
STRG.6713,613,711,725,4280,3506,2053,572,790
STRG.6712,381,375,436,2526,1801,857,392,519
STRG.6715,80,213,27,51,86,305,224,189
STRG.6714,50,98,69,27,79,302,276,60
STRG.6717,4,4,0,3,0,7,11,0
STRG.6716,4,8,4,34,12,23,20,0
Montipora_capitata_HIv3___RNAseq.g24083.t1,0,0,0,7,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g11319.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23879.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37349.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g14322.t1,0,28,34,66,51,49,17,0
Montipora_capitata_HIv3___RNAseq.g49053.t1,0,14,79,0,209,161,281,0
Montipora_capitata_HIv3___TS.g8584.t1,0,0,0,0,0,5,4,0
Montipora_capitata_HIv3___RNAseq.g38952.t2a,0,3,0,0,0,5,10,0
Montipora_capitata_HIv3___RNAseq.g18342.t1,0,0,0,1,3,5,0,0
Montipora_capitata_HIv3___RNAseq.g5995.t1,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g40138.t1,0,0,2,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38479.t1,0,0,0,0,2,0,0,3
Montipora_capitata_HIv3___RNAseq.g34063.t1,0,0,0,0,15,123,183,0
Montipora_capitata_HIv3___TS.g5529.t1,0,0,0,2,0,7,1,0
Montipora_capitata_HIv3___RNAseq.g28482.t1,0,0,0,0,6,5,0,0
Montipora_capitata_HIv3___RNAseq.g30929.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13366.t1,0,0,6,4,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g2341.t1,0,1,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29009.t1,0,7,82,101,125,111,70,3
Montipora_capitata_HIv3___RNAseq.g14168.t1,0,0,2,5,6,4,3,0
Montipora_capitata_HIv3___TS.g8846.t1,0,4,10,1,9,16,6,0
Montipora_capitata_HIv3___RNAseq.g46976.t1,0,0,2,3,1,0,2,5
Montipora_capitata_HIv3___RNAseq.g27217.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g10646.t1,0,5,0,0,1,6,0,3
Montipora_capitata_HIv3___TS.g14061.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g50294.t1,0,5,3,0,15,49,63,0
Montipora_capitata_HIv3___RNAseq.g22760.t1,0,0,0,1,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g32745.t1,0,0,0,11,0,0,22,0
Montipora_capitata_HIv3___RNAseq.g5786.t1,0,9,0,6,0,3,3,0
Montipora_capitata_HIv3___RNAseq.g35728.t1,0,2,1,1,2,4,10,0
Montipora_capitata_HIv3___RNAseq.g12490.t1,0,0,0,0,0,0,1,0
Montipora_capitata_HIv3___RNAseq.g35754.t1,0,0,0,0,1,0,0,3
Montipora_capitata_HIv3___RNAseq.g14149.t1,0,0,0,3,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g23654.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g29535.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49470.t1,0,0,0,0,0,0,15,0
Montipora_capitata_HIv3___RNAseq.g47321.t1,0,0,14,51,59,48,57,0
STRG.6141,2316,5695,4632,6346,4791,1950,1276,4875
Montipora_capitata_HIv3___RNAseq.g6861.t1,0,0,0,0,5,0,5,0
Montipora_capitata_HIv3___RNAseq.g5325.t1,0,2,11,1,6,4,8,1
Montipora_capitata_HIv3___RNAseq.g48977.t1,0,0,0,0,0,2,1,0
Montipora_capitata_HIv3___RNAseq.g25730.t1,0,2,0,0,3,3,0,0
Montipora_capitata_HIv3___TS.g15773.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50587.t1,0,0,0,0,0,5,1,0
Montipora_capitata_HIv3___RNAseq.g13923.t1,0,0,0,4,6,5,16,4
Montipora_capitata_HIv3___RNAseq.g14231.t1,0,2,0,0,2,5,7,0
Montipora_capitata_HIv3___RNAseq.g21489.t1,0,0,1,8,0,3,6,0
Montipora_capitata_HIv3___RNAseq.g36871.t1,0,0,0,28,19,0,48,0
Montipora_capitata_HIv3___RNAseq.g49586.t1,0,0,0,18,0,6,0,0
Montipora_capitata_HIv3___RNAseq.g25001.t1,0,0,0,0,0,3,0,5
Montipora_capitata_HIv3___RNAseq.g23656.t1,0,0,0,0,0,7,0,0
Montipora_capitata_HIv3___RNAseq.g32918.t1,0,0,1,0,4,19,14,2
Montipora_capitata_HIv3___RNAseq.g37265.t1,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___TS.g3927.t1,0,23,0,1,0,0,5,22
Montipora_capitata_HIv3___RNAseq.g39110.t1,0,0,0,0,3,12,8,0
Montipora_capitata_HIv3___RNAseq.g2757.t1,0,0,0,2,3,5,0,0
Montipora_capitata_HIv3___RNAseq.g39179.t1,0,0,2,0,3,1,0,0
Montipora_capitata_HIv3___TS.g39891.t2,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g13116.t1,0,0,0,3,10,13,1,0
Montipora_capitata_HIv3___RNAseq.g33938.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g18423.t1,0,0,6,182,178,167,144,7
Montipora_capitata_HIv3___RNAseq.g14233.t1,0,0,11,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g12337.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36334.t1,0,0,4,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g46557.t1,0,8,4,0,2,3,0,8
Montipora_capitata_HIv3___TS.g39034.t1,0,5,0,4,0,0,7,0
Montipora_capitata_HIv3___RNAseq.g15885.t1,0,13,18,7,24,17,32,5
Montipora_capitata_HIv3___RNAseq.g2796.t1,0,0,0,7,1,3,1,0
Montipora_capitata_HIv3___TS.g20605.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g32806.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g16893.t1,0,8,40,25,42,80,57,0
Montipora_capitata_HIv3___TS.g5886.t1,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g48975.t1,0,0,4,0,8,0,0,0
Montipora_capitata_HIv3___RNAseq.g16875.t1,0,1,0,0,19,29,13,0
Montipora_capitata_HIv3___TS.g2141.t1,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g13394.t1,0,9,18,516,697,809,738,4
Montipora_capitata_HIv3___RNAseq.g4546.t1,0,3,3,14,32,9,9,0
Montipora_capitata_HIv3___TS.g32849.t1,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g7947.t1,0,0,8,5,0,8,6,0
Montipora_capitata_HIv3___RNAseq.g22696.t1,0,0,0,4,0,0,0,0
STRG.7864,5277,10502,7121,6371,6040,5831,4229,9647
Montipora_capitata_HIv3___RNAseq.g7024.t1,0,5,1,1,3,10,1,4
Montipora_capitata_HIv3___RNAseq.g24254.t1,0,1,0,25,0,2,4,12
Montipora_capitata_HIv3___RNAseq.g17236.t1a,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___TS.g8479.t1,0,0,3,4,5,5,0,0
Montipora_capitata_HIv3___TS.g42811.t1,0,21,8,14,20,28,22,0
Montipora_capitata_HIv3___RNAseq.g40557.t1,0,0,6,5,7,6,5,0
Montipora_capitata_HIv3___RNAseq.g21855.t1,0,0,0,0,9,3,0,0
Montipora_capitata_HIv3___RNAseq.g49432.t1,0,37,41,61,54,54,63,0
Montipora_capitata_HIv3___RNAseq.g22196.t1,0,0,0,0,0,4,4,0
Montipora_capitata_HIv3___TS.g5731.t1,0,4,1,0,6,24,2,0
Montipora_capitata_HIv3___TS.g33889.t1,0,0,0,0,0,6,2,0
Montipora_capitata_HIv3___RNAseq.g31047.t1,0,11,12,18,31,25,12,4
Montipora_capitata_HIv3___RNAseq.g31202.t1,0,0,4,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2135.t1,0,6,50,92,62,65,44,0
Montipora_capitata_HIv3___TS.g2557.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___TS.g39605.t1b,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g12335.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36336.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g39605.t1a,0,0,0,0,2,0,10,0
Montipora_capitata_HIv3___TS.g39674.t1,0,0,5,66,0,78,77,0
Montipora_capitata_HIv3___RNAseq.g45681.t1,0,0,0,1,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g41896.t1,0,0,0,0,0,0,0,0
STRG.3972,6,12,0,302,236,47,54,18
Montipora_capitata_HIv3___RNAseq.g1360.t1,0,0,0,0,0,12,1,0
Montipora_capitata_HIv3___RNAseq.g41090.t1,0,9,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g17381.t1,0,0,0,54,18,46,35,0
Montipora_capitata_HIv3___RNAseq.g24924.t2,0,7,4,50,42,84,40,0
Montipora_capitata_HIv3___TS.g47966.t1,0,0,7,113,154,118,111,3
Montipora_capitata_HIv3___TS.g44093.t1,0,0,0,5,6,0,3,0
Montipora_capitata_HIv3___RNAseq.g50403.t1,0,2,0,2,11,2,0,0
Montipora_capitata_HIv3___TS.g34829.t1,0,0,0,0,0,0,4,0
Montipora_capitata_HIv3___TS.g16403.t1,0,0,5,19,53,22,21,0
Montipora_capitata_HIv3___TS.g2555.t1,0,1,3,1,17,17,3,0
Montipora_capitata_HIv3___RNAseq.g44204.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16611.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g24256.t1,0,0,4,12,5,31,5,0
Montipora_capitata_HIv3___RNAseq.g42247.t1,0,0,0,11,13,20,21,0
Montipora_capitata_HIv3___TS.g31439.t1,0,0,0,0,10,6,0,0
Montipora_capitata_HIv3___RNAseq.g19118.t1b,0,0,7,1,10,65,810,0
Montipora_capitata_HIv3___TS.g23275.t1,0,0,0,0,4,4,0,0
Montipora_capitata_HIv3___RNAseq.g17017.t1,0,0,13,3,6,31,32,0
Montipora_capitata_HIv3___TS.g8427.t1,0,0,17,0,0,4,4,10
Montipora_capitata_HIv3___RNAseq.g18440.t1,0,9,2,1,11,12,4,7
Montipora_capitata_HIv3___RNAseq.g18701.t1,0,0,3,0,10,3,0,0
Montipora_capitata_HIv3___RNAseq.g47858.t1,0,0,0,9,18,24,8,0
STRG.7754,140,424,64,129,272,351,287,248
Montipora_capitata_HIv3___RNAseq.g28810.t1,0,0,0,14,44,56,23,0
STRG.9153,34,304,251,573,380,66,35,181
Montipora_capitata_HIv3___RNAseq.g167.t1,0,0,3,0,0,1,6,0
Montipora_capitata_HIv3___RNAseq.g19410.t1,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g15584.t1,0,2,0,0,3,0,2,0
Montipora_capitata_HIv3___RNAseq.g41894.t1,0,0,8,10,8,2,3,0
STRG.9151,40,140,165,126,147,66,51,88
Montipora_capitata_HIv3___TS.g9313.t1,0,0,4,8,6,3,8,3
STRG.15076,14,10,3,4,9,1,11,5
Montipora_capitata_HIv3___TS.g48963.t1,0,0,0,4,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g3535.t1,0,0,0,3,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29338.t1,0,0,0,1,6,5,4,0
Montipora_capitata_HIv3___RNAseq.g36562.t1,0,0,0,3,0,8,11,0
STRG.7755,640,2618,1643,4665,4137,3078,1914,2192
Montipora_capitata_HIv3___RNAseq.g27260.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g10917.t1,0,0,0,0,2,4,0,0
Montipora_capitata_HIv3___RNAseq.g10724.t1,0,0,36,275,474,311,126,3
Montipora_capitata_HIv3___RNAseq.g6228.t1,0,0,3,0,0,0,0,0
Montipora_capitata_HIv3___TS.g19600.t1,0,11,11,13,0,3,7,0
Montipora_capitata_HIv3___RNAseq.g13329.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2820.t1,0,0,0,0,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g22749.t1,0,0,0,0,5,0,0,0
Montipora_capitata_HIv3___RNAseq.g5554.t1,0,4,0,4,4,4,0,0
Montipora_capitata_HIv3___RNAseq.g40304.t1,0,0,0,3,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g10395.t1,0,70,25,131,87,279,231,11
Montipora_capitata_HIv3___RNAseq.g37741.t1,0,0,0,0,0,0,0,0
STRG.7752,1217,2286,6363,51959,56942,65814,28081,3343
Montipora_capitata_HIv3___RNAseq.g785.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20662.t1,0,4,0,32,35,24,17,0
Montipora_capitata_HIv3___RNAseq.g449.t1,0,10,0,11,12,182,313,3
Montipora_capitata_HIv3___RNAseq.g30603.t1,0,0,2,17,23,32,33,0
Montipora_capitata_HIv3___RNAseq.g20975.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g27262.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26394.t1,0,0,0,2,0,0,1,0
Montipora_capitata_HIv3___RNAseq.g22728.t1,0,1,6,0,10,6,3,0
Montipora_capitata_HIv3___TS.g34713.t1b,0,0,0,0,15,6,6,0
Montipora_capitata_HIv3___RNAseq.g1287.t1,0,0,0,13,7,16,0,0
STRG.11012,488,1751,704,1147,1339,814,377,1079
Montipora_capitata_HIv3___RNAseq.g37721.t1,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g93.t1,0,0,2,8,6,4,1,0
Montipora_capitata_HIv3___TS.g25287.t1b,0,13,0,64,75,28,29,0
Montipora_capitata_HIv3___RNAseq.g1759.t1,0,0,0,4,7,4,0,0
Montipora_capitata_HIv3___RNAseq.g47436.t1,0,1,4,2,2,4,0,0
Montipora_capitata_HIv3___RNAseq.g46377.t1,0,6,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g11099.t1,0,3,8,5,8,4,3,5
Montipora_capitata_HIv3___RNAseq.g37856.t1,0,0,0,0,0,11,4,0
Montipora_capitata_HIv3___RNAseq.g6511.t1,0,0,0,0,1,0,0,0
Montipora_capitata_HIv3___RNAseq.g38354.t1,0,0,0,5,3,17,13,0
Montipora_capitata_HIv3___RNAseq.g5481.t1,0,4,6,13,13,1,3,0
Montipora_capitata_HIv3___RNAseq.g49112.t1,0,0,0,8,0,10,0,0
Montipora_capitata_HIv3___RNAseq.g7744.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g42596.t1,0,0,8,15,0,40,27,0
Montipora_capitata_HIv3___TS.g33036.t1,0,0,0,13,11,41,94,0
Montipora_capitata_HIv3___TS.g19602.t1,0,0,0,0,0,0,0,0
STRG.9879,743,1231,317,94,167,841,791,1229
STRG.9878,1087,1299,292,367,615,1638,1523,1745
Montipora_capitata_HIv3___RNAseq.g25630.t1,0,8,9,20,39,36,36,0
STRG.9875,162,528,1246,7591,7434,3739,1734,469
STRG.9874,271,598,382,1669,1742,747,340,456
STRG.9877,4846,23791,13772,21271,17371,1708,197,17312
STRG.9876,3,16,18,1056,1320,726,1269,2
STRG.9871,3,9,12,7,8,9,13,3
Montipora_capitata_HIv3___RNAseq.g9763.t1,0,34,77,71,65,89,81,18
STRG.9873,561,1547,1819,9449,7824,3001,995,879
STRG.9872,81,155,361,1763,1780,1295,780,197
Montipora_capitata_HIv3___RNAseq.g48461.t1,0,1,5,6,5,6,7,0
Montipora_capitata_HIv3___RNAseq.g10229.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g49137.t1,0,11,43,70,41,3,0,0
Montipora_capitata_HIv3___TS.g11467.t1,0,8,0,4,9,78,39,9
Montipora_capitata_HIv3___TS.g922.t2,0,4,14,5,17,19,4,0
Montipora_capitata_HIv3___TS.g23634.t1,0,1,1,4,1,9,11,1
Montipora_capitata_HIv3___RNAseq.g3839.t1,0,0,0,4,0,0,0,2
STRG.1507,109,283,59,577,670,930,922,159
Montipora_capitata_HIv3___RNAseq.g5861.t1,0,8,16,34,42,54,56,0
Montipora_capitata_HIv3___RNAseq.g18685.t1,0,11,39,62,64,89,101,0
Montipora_capitata_HIv3___RNAseq.g12838.t1,0,0,0,0,5,5,6,0
Montipora_capitata_HIv3___RNAseq.g10694.t2c,0,0,0,15,12,11,5,0
Montipora_capitata_HIv3___RNAseq.g10694.t2b,0,0,0,0,6,5,0,0
Montipora_capitata_HIv3___RNAseq.g4503.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40895.t1,0,0,0,0,8,0,0,0
Montipora_capitata_HIv3___TS.g2143.t1,0,808,2397,1182,581,49,23,3
Montipora_capitata_HIv3___TS.g48307.t1,0,0,0,5,8,0,0,0
Montipora_capitata_HIv3___RNAseq.g37723.t1,0,0,0,0,0,0,0,0
STRG.2078,5,12,0,0,1,0,0,4
Montipora_capitata_HIv3___TS.g41327.t1,0,0,2,0,1,0,4,0
STRG.16920,1160,2115,2832,11709,10053,4923,2479,1682
STRG.16921,3665,6122,1528,2312,2516,1206,619,4885
STRG.16922,236,478,90,343,349,231,171,286
STRG.16923,78,104,40,65,109,71,20,76
STRG.16924,275,797,283,523,571,911,212,617
Montipora_capitata_HIv3___RNAseq.g8949.t1,0,0,11,21,25,6,13,0
STRG.16926,93,259,117,115,64,165,124,115
STRG.16927,5,7,0,0,0,0,0,7
STRG.16928,618,1866,561,1219,1266,1284,1007,1598
STRG.16929,2,8,13,67,51,32,27,1
Montipora_capitata_HIv3___RNAseq.g21998.t1,0,2,0,3,14,33,27,0
Montipora_capitata_HIv3___TS.g30857.t1,0,0,0,7,1,0,0,0
Montipora_capitata_HIv3___RNAseq.g49110.t1,0,0,1,10,0,9,5,0
Montipora_capitata_HIv3___TS.g3187.t1,0,0,0,0,1,0,1,0
Montipora_capitata_HIv3___RNAseq.g25048.t1,0,0,4,0,2,12,4,0
Montipora_capitata_HIv3___RNAseq.g30979.t1,0,0,0,0,0,7,138,0
STRG.7895,2,0,0,0,0,2,3,1
Montipora_capitata_HIv3___TS.g18276.t1,0,0,0,11,10,87,66,0
Montipora_capitata_HIv3___RNAseq.g10467.t1,0,3,1,18,58,23,4,2
Montipora_capitata_HIv3___TS.g24723.t1,0,34,121,110,132,39,21,0
Montipora_capitata_HIv3___TS.g7783.t1,0,0,1,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g25632.t1,0,0,0,3,0,4,0,0
Montipora_capitata_HIv3___TS.g9079.t1,0,0,0,8,0,0,1,0
Montipora_capitata_HIv3___RNAseq.g49890.t1,0,3,29,45,38,20,16,2
Montipora_capitata_HIv3___RNAseq.g16940.t1,0,0,0,3,14,16,15,0
Montipora_capitata_HIv3___TS.g16292.t1,0,5,31,75,80,102,70,11
STRG.9298,29,70,24,43,384,3314,4360,82
STRG.1500,42,121,1277,3458,2883,1804,1524,66
