transcript_id,SRR11452251.bam.gtf,SRR11452262.bam.gtf,SRR11452263.bam.gtf,SRR4048723.bam.gtf
Montipora_capitata_HIv3___RNAseq.g16548.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g26435.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13779.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44038.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47447.t1,11,25,87,68
Montipora_capitata_HIv3___RNAseq.g47422.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3381.t1,0,0,0,4
Montipora_capitata_HIv3___RNAseq.g31477.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g40229.t1a,15809,10150,19725,4043
Montipora_capitata_HIv3___RNAseq.g4844.t1,166,247,176,58
Montipora_capitata_HIv3___RNAseq.g33125.t1,0,0,1,2
Montipora_capitata_HIv3___RNAseq.g18929.t1,226,376,431,1068
Montipora_capitata_HIv3___RNAseq.g33768.t1,0,0,0,10
Montipora_capitata_HIv3___RNAseq.g9529.t1,24,16,9,0
Montipora_capitata_HIv3___RNAseq.g7452.t1,572,430,829,399
Montipora_capitata_HIv3___TS.g43202.t1,13,12,54,0
Montipora_capitata_HIv3___RNAseq.g49150.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13728.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21253.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20338.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20585.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g1462.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21472.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g445.t1,0,12,0,0
Montipora_capitata_HIv3___RNAseq.g34288.t1,0,0,10,0
Montipora_capitata_HIv3___RNAseq.g25521.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15173.t1,0,0,0,11
Montipora_capitata_HIv3___RNAseq.g22622.t1,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g20424.t1,53,24,17,102
Montipora_capitata_HIv3___RNAseq.g5134.t1,539,253,1143,497
Montipora_capitata_HIv3___TS.g42363.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g649.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31475.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2420.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22333.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g18547.t1,568,718,1224,336
Montipora_capitata_HIv3___RNAseq.g1446.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g29560.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g25807.t1,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g44309.t1,102,39,102,54
Montipora_capitata_HIv3___RNAseq.g19679.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21686.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34664.t1,662,543,667,837
Montipora_capitata_HIv3___TS.g26649.t1,821,441,748,744
Montipora_capitata_HIv3___TS.g34734.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27730.t1,241,64,148,74
Montipora_capitata_HIv3___RNAseq.g19417.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g43602.t1,13,0,17,27
Montipora_capitata_HIv3___RNAseq.g9971.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38111.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15356.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g30642.t1,6,0,0,0
Montipora_capitata_HIv3___RNAseq.g35453.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g25459.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g2188.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49567.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46076.t1,0,12,0,0
Montipora_capitata_HIv3___RNAseq.g34890.t2,0,0,0,0
Montipora_capitata_HIv3___TS.g11378.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32123.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g35182.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21251.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40292.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38138.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g30939.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43396.t1,15,14,0,9
Montipora_capitata_HIv3___TS.g43200.t1,39,79,81,27
Montipora_capitata_HIv3___RNAseq.g7595.t1,157,342,260,96
Montipora_capitata_HIv3___RNAseq.g36196.t1a,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g11358.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42332.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24296.t1b,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g24296.t1a,0,0,0,0
Montipora_capitata_HIv3___TS.g7973.t2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16950.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34926.t2,17,0,0,0
Montipora_capitata_HIv3___TS.g44129.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45754.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g16310.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15717.t1,261,217,280,281
Montipora_capitata_HIv3___RNAseq.g44346.t1,0,5,0,16
Montipora_capitata_HIv3___TS.g39997.t1,578,482,500,465
Montipora_capitata_HIv3___RNAseq.g18749.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40290.t1,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g11989.t1,86,82,184,109
Montipora_capitata_HIv3___RNAseq.g15950.t1,3001,2134,2826,2019
Montipora_capitata_HIv3___RNAseq.g46146.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19415.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44520.t1,41,84,211,96
Montipora_capitata_HIv3___RNAseq.g18314.t1,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g17873.t1,14,1,3,6
Montipora_capitata_HIv3___TS.g47138.t1a,3,3,0,0
Montipora_capitata_HIv3___RNAseq.g9973.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g31625.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47806.t1,3101,4789,3581,4347
Montipora_capitata_HIv3___RNAseq.g44983.t1,39,34,43,15
Montipora_capitata_HIv3___RNAseq.g37705.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34924.t1,9452,6671,12548,9050
Montipora_capitata_HIv3___RNAseq.g2301.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32330.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20621.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8565.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31130.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32656.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20071.t1,724,224,414,411
Montipora_capitata_HIv3___RNAseq.g50042.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44981.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24438.t1,16180,12577,23615,11370
Montipora_capitata_HIv3___RNAseq.g2868.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37853.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g23823.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5226.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28642.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g35115.t1,0,0,0,262
Montipora_capitata_HIv3___RNAseq.g19316.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38926.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20073.t1,544,332,681,692
Montipora_capitata_HIv3___RNAseq.g47274.t1,0,0,0,6
Montipora_capitata_HIv3___RNAseq.g8292.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40132.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47415.t1,1088,781,1573,549
Montipora_capitata_HIv3___RNAseq.41960_t,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g33313.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37876.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15853.t1,1954,1190,2670,1528
Montipora_capitata_HIv3___RNAseq.g17871.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32305.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44522.t1,0,0,0,7
Montipora_capitata_HIv3___RNAseq.g26964.t1,138,190,276,229
Montipora_capitata_HIv3___RNAseq.g49491.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g35429.t1,1382,1124,1064,2547
Montipora_capitata_HIv3___TS.g44848.t1c,0,0,0,0
Montipora_capitata_HIv3___TS.g44848.t1b,0,0,0,0
Montipora_capitata_HIv3___TS.g41414.t1,0,0,0,5
Montipora_capitata_HIv3___RNAseq.g11737.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g35117.t1,1149,455,1180,1900
Montipora_capitata_HIv3___RNAseq.g7410.t1,0,64,94,36
Montipora_capitata_HIv3___RNAseq.g29287.t1,689,620,1035,432
Montipora_capitata_HIv3___RNAseq.g38359.t1,42,52,33,51
Montipora_capitata_HIv3___TS.g8825.t1a,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19641.t1,0,0,0,1
Montipora_capitata_HIv3___TS.g8825.t1b,195,221,372,348
Montipora_capitata_HIv3___RNAseq.g18990.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g22145.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g6558.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19546.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46917.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g17861.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26966.t1,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g45916.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37851.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g20410.t1,47,39,45,94
Montipora_capitata_HIv3___RNAseq.g41871.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34030.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g19498.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16643.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24301.t1,773,770,1278,1366
Montipora_capitata_HIv3___TS.g19682.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28181.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44794.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g36218.t1,72,130,174,165
Montipora_capitata_HIv3___TS.g24268.t2,493,343,886,240
Montipora_capitata_HIv3___RNAseq.g15598.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g40021.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5513.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43344.t1,86,73,98,36
Montipora_capitata_HIv3___RNAseq.g19177.t1,0,0,0,101
Montipora_capitata_HIv3___TS.g24480.t2,29,53,101,35
Montipora_capitata_HIv3___TS.g35474.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27447.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15851.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47276.t1,70,37,111,14
Montipora_capitata_HIv3___RNAseq.g22374.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48483.t1,8493,4452,8066,5014
Montipora_capitata_HIv3___RNAseq.g23178.t1,0,0,0,23
Montipora_capitata_HIv3___RNAseq.g37086.t1,5541,5921,7724,5218
Montipora_capitata_HIv3___TS.g42711.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g12396.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13609.t1,33,43,54,11
Montipora_capitata_HIv3___RNAseq.g33299.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7396.t1,0,0,0,7
Montipora_capitata_HIv3___RNAseq.g12814.t1,25,76,47,241
Montipora_capitata_HIv3___RNAseq.g26227.t1,231,53,209,287
Montipora_capitata_HIv3___RNAseq.g38898.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g4096.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24870.t1,259,325,443,194
Montipora_capitata_HIv3___RNAseq.g29053.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34621.t1,47,60,44,90
Montipora_capitata_HIv3___TS.g44466.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34032.t1,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g45914.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g655.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g22863.t1a,262,383,427,489
Montipora_capitata_HIv3___TS.g22863.t1b,4461,3530,6789,3283
Montipora_capitata_HIv3___TS.g22863.t1c,609,511,1059,312
Montipora_capitata_HIv3___RNAseq.g28183.t1,113,61,144,70
Montipora_capitata_HIv3___TS.g36569.t1,114,45,56,96
Montipora_capitata_HIv3___RNAseq.g36578.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22665.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24489.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7599.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27537.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5233.t1,0,0,0,1
Montipora_capitata_HIv3___TS.g9015.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23867.t1,22,24,49,35
Montipora_capitata_HIv3___RNAseq.g22156.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g18821.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8188.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g12394.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g6527.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22364.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19714.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13864.t2,37,69,145,134
Montipora_capitata_HIv3___RNAseq.g3759.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31937.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g22739.t5,44,72,106,57
Montipora_capitata_HIv3___RNAseq.g24140.t1,97,41,86,67
Montipora_capitata_HIv3___TS.g10279.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41450.t1,237,130,207,133
Montipora_capitata_HIv3___TS.g7971.t1,578,565,975,274
Montipora_capitata_HIv3___RNAseq.g35092.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21498.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43738.t1,25,0,23,0
Montipora_capitata_HIv3___TS.g25903.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16380.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19889.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26008.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32287.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41388.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g8499.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24142.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38321.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13866.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47801.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g11962.t1,378,91,415,423
Montipora_capitata_HIv3___RNAseq.g6230.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g48144.t1,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g32654.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g18124.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41291.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g46545.t1,1246,1106,2064,1362
Montipora_capitata_HIv3___RNAseq.g9800.t1,625,467,1118,544
Montipora_capitata_HIv3___RNAseq.g5231.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g21923.t1,0,0,1,0
Montipora_capitata_HIv3___RNAseq.g3605.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29862.t1,0,0,0,2
Montipora_capitata_HIv3___TS.g20454.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24679.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24339.t1,1172,610,2069,938
Montipora_capitata_HIv3___TS.g16738.t2,279,306,382,841
Montipora_capitata_HIv3___RNAseq.g42795.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19293.t1,21,12,74,14
Montipora_capitata_HIv3___TS.g17313.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9729.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47333.t1,0,0,0,3
Montipora_capitata_HIv3___TS.g934.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9424.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g21851.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g6525.t1,2729,2744,4302,2378
Montipora_capitata_HIv3___RNAseq.g12441.t1,3,7,58,3
Montipora_capitata_HIv3___RNAseq.g29745.t1,0,0,0,4
Montipora_capitata_HIv3___RNAseq.g3607.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g5181.t1b,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7667.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22411.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37113.t1,136,94,145,245
Montipora_capitata_HIv3___RNAseq.g30721.t2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12165.t1,0,0,12,3
Montipora_capitata_HIv3___TS.g5551.t1,191,233,463,167
Montipora_capitata_HIv3___RNAseq.g38983.t1,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g41306.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32097.t1b,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12197.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16641.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12443.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50674.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23231.t2,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g29217.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4933.t1,0,0,13,11
Montipora_capitata_HIv3___TS.g6857.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43684.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7642.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32149.t1,5366,3434,7037,4829
Montipora_capitata_HIv3___RNAseq.g18126.t1,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g11960.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37939.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38058.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g8354.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32097.t1a,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28460.t1,44,7,15,5
Montipora_capitata_HIv3___TS.g14009.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g15595.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g48180.t1,2057,2121,2390,2951
Montipora_capitata_HIv3___RNAseq.g27233.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42609.t2,82,67,165,76
Montipora_capitata_HIv3___RNAseq.g46552.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g26223.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g50176.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g26004.t2,6,0,11,274
Montipora_capitata_HIv3___RNAseq.g44301.t1,0,0,0,103
Montipora_capitata_HIv3___RNAseq.g37949.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36190.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g3274.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22413.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12820.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7955.t2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37363.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37111.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24260.t1,30,47,42,314
Montipora_capitata_HIv3___TS.g888.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50322.t1,32,0,84,69
Montipora_capitata_HIv3___RNAseq.g47051.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13698.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41698.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12700.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39587.t1,0,0,0,7
Montipora_capitata_HIv3___RNAseq.g4543.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44303.t1,182,138,196,81
Montipora_capitata_HIv3___RNAseq.g23092.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37777.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46550.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46881.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g40323.t1b,4,2,0,6
Montipora_capitata_HIv3___RNAseq.g29215.t1,7,0,0,6
Montipora_capitata_HIv3___TS.g30839.t1,1,0,0,1
Montipora_capitata_HIv3___RNAseq.g43686.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g34049.t1,286,324,530,151
Montipora_capitata_HIv3___RNAseq.g36734.t1,11,0,23,0
Montipora_capitata_HIv3___RNAseq.g24241.t1,0,0,0,1
Montipora_capitata_HIv3___RNAseq.g28703.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g30943.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47053.t1,0,0,0,8
Montipora_capitata_HIv3___RNAseq.g2805.t1,8217,5286,9451,7122
Montipora_capitata_HIv3___RNAseq.g24262.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24386.t1a,0,0,0,0
Montipora_capitata_HIv3___TS.g36358.t1,0,24,7,5
Montipora_capitata_HIv3___RNAseq.g44822.t1,90,137,128,43
Montipora_capitata_HIv3___RNAseq.g13132.t1,134,159,170,217
Montipora_capitata_HIv3___RNAseq.g4288.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g46950.t1,0,0,0,18
Montipora_capitata_HIv3___TS.g42751.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5031.t1,76,58,79,99
Montipora_capitata_HIv3___RNAseq.g25058.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47349.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g7394.t1,8,0,21,0
Montipora_capitata_HIv3___RNAseq.g47064.t1,429,283,866,317
Montipora_capitata_HIv3___RNAseq.g14397.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27097.t1,34,0,24,28
Montipora_capitata_HIv3___RNAseq.g26268.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g32128.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44424.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19558.t1,548,575,1329,328
Montipora_capitata_HIv3___RNAseq.g32268.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49804.t1,1077,544,1091,685
Montipora_capitata_HIv3___TS.g29513.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g48708.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49647.t1,11,27,19,12
Montipora_capitata_HIv3___RNAseq.g10245.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50320.t1,1025,800,1357,870
Montipora_capitata_HIv3___TS.g30417.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g10244.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42325.t1,8025,3635,8466,8174
Montipora_capitata_HIv3___RNAseq.g190.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39922.t1,0,0,43,20
Montipora_capitata_HIv3___TS.g5464.t2,127,158,131,102
Montipora_capitata_HIv3___RNAseq.g46883.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31657.t1,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g34006.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g6552.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g28035.t1,904,1192,1691,1058
Montipora_capitata_HIv3___RNAseq.g14802.t1,20,26,39,34
Montipora_capitata_HIv3___RNAseq.g20664.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g9798.t1a,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39136.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41630.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50205.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13130.t1,0,0,0,3
Montipora_capitata_HIv3___TS.g15999.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g40180.t1,0,0,2,2
Montipora_capitata_HIv3___RNAseq.g36688.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g9798.t1b,0,0,0,0
Montipora_capitata_HIv3___TS.g8650.t2,283,197,708,282
Montipora_capitata_HIv3___TS.g26962.t1,55,86,150,51
Montipora_capitata_HIv3___TS.g41740.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39619.t1,0,0,2,0
Montipora_capitata_HIv3___TS.g6160.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27286.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g35980.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42449.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g11088.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g33108.t1,75,10,35,35
Montipora_capitata_HIv3___RNAseq.g12573.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4915.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g34020.t2,9,0,6,0
Montipora_capitata_HIv3___RNAseq.g32756.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g16982.t1,0,0,0,0
Montipora_capitata_HIv3___TS.g21159.t1,821,820,1427,1024
Montipora_capitata_HIv3___RNAseq.g6300.t1,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g9552.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g29983.t1,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5520.t2,534,505,794,484
Montipora_capitata_HIv3___RNAseq.g31914.t1,0,0,0,0
