"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"Montipora_capitata_HIv3___RNAseq.g44165.t1",62.0097742720591,2.77419836833954,0.845363270946788,3.28166418353201,0.00103196426687575,0.00346896547748315,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g20012.t1",366.59979295972,5.63965277081585,1.21709713443989,4.63369160211788,3.5920199006266e-06,2.06808726221416e-05,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g28176.t1",637.068031271863,13.3937231804013,1.14593058722447,11.6880754643629,1.46672595849173e-31,2.89184479285483e-29,"Up at 72 hpf"
"Montipora_capitata_HIv3___TS.g13816.t1",955.829684536791,9.25904905664343,1.25520483416269,7.37652437645355,1.62475149355941e-13,3.39755934616394e-12,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g4594.t1",21.4373214151595,3.7213397564735,1.61063715157875,2.31047679039679,0.0208617720452239,0.0479642026960751,"Up at 72 hpf"
"Montipora_capitata_HIv3___TS.g32907.t1",50.6501039672372,-4.05626631911002,0.615005890842381,-6.59549181480865,4.23848422200921e-11,6.03063270527703e-10,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g33717.t1",55.9244941332537,4.79627547705669,0.683467372859407,7.01756318957938,2.25771064400696e-12,4.00215459298187e-11,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g45421.t1",25.652928536845,3.04078193608348,0.52976208057878,5.73990107551929,9.47318716552596e-09,9.02568650948188e-08,"Up at 72 hpf"
"Montipora_capitata_HIv3___TS.g48137.t1",4.87663324919232,6.87558570676383,2.16583084141468,3.17457188959079,0.00150057714507533,0.00484852033397083,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g22148.t1",102.546956517627,4.49707079810619,1.09044847450611,4.12405620553784,3.72257992454579e-05,0.000175165713560387,"Up at 72 hpf"
"Montipora_capitata_HIv3___TS.g36598.t1",5.04036121778637,-4.88634708871089,1.41892570654015,-3.44369480811335,0.00057382303608633,0.00205474586791328,"Up at 1 hpf"
"Montipora_capitata_HIv3___TS.g29222.t1",77.3874221363909,3.01826842325958,0.987895839392023,3.05524965579074,0.00224873249000876,0.00694755503229123,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g39834.t1",7.03750374469732,6.13315185079559,2.65752761428806,2.30784124982221,0.0210079676966234,0.0482543927525151,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g28069.t1",20.731827048449,-2.14161728216325,0.624926282918221,-3.42699185600344,0.000610307373514126,0.00217409929699993,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g14949.t1",39.2070509790141,4.40885841248184,1.4413603172138,3.05881767371279,0.00222212344549925,0.00687514861535365,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g30417.t1",9.96334665230676,7.53817974691931,1.22787121959585,6.13922667671981,8.29241686228226e-10,9.6638165629082e-09,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g4717.t1",9.03613287073258,7.64803684967748,1.60033966897022,4.77900848049264,1.76161764887012e-06,1.0923612391357e-05,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g19883.t1",255.401860700573,2.07703855639513,0.822116121088378,2.52645399246689,0.0115220478772025,0.0287560073731989,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g29258.t1",67.6445326729336,2.93344717561977,0.743493232201266,3.94549277460763,7.96360335400076e-05,0.000349869813565263,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g22674.t1",4.51722909839576,6.20858308720844,2.40330312111131,2.58335414815986,0.00978448280638383,0.024967746537896,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g33457.t1",6.48250791336884,5.68840441015917,2.28834507200399,2.48581583247741,0.012925483694022,0.0317743251826835,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g19451.t1",17.1846202637477,4.61590083224685,1.21581851230417,3.79653771145414,0.000146731050128804,0.000608921252274218,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g46807.t1",9.1015539274544,4.62682527099099,1.44990467600576,3.19112376665829,0.00141720556255115,0.00461308050532568,"Up at 72 hpf"
"Montipora_capitata_HIv3___TS.g34627.t2",18.5236276212259,5.95318706370224,1.12960961858774,5.27012780853003,1.36328797875961e-07,1.04116404448985e-06,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g48851.t1a",12.3461068405554,-6.91378001954998,1.08949654872561,-6.34584848170202,2.21202865059639e-10,2.83427172326416e-09,"Up at 1 hpf"
"Montipora_capitata_HIv3___TS.g49104.t1",12.5644388761011,8.21500351346368,2.25993054624874,3.63506901886865,0.000277906224544807,0.00107523109144068,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g49689.t1",6.05473892041986,7.46421951225793,1.47821689755272,5.04947516471732,4.43025526049061e-07,3.04414623553341e-06,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g46764.t1",55.7801862281731,4.61473869306053,0.808822687623945,5.70550104945388,1.16001342825009e-08,1.09228944740001e-07,"Up at 72 hpf"
"Montipora_capitata_HIv3___TS.g6247.t1",4.27434413372223,-5.06438898000307,2.05172319756936,-2.46835878543595,0.0135734196000643,0.0331143451404598,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.47221_tc",31.7579823893035,7.91718605454409,1.4740782629226,5.37094010113612,7.83272254636834e-08,6.28504422927446e-07,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g6407.t1",120.506980884893,-1.55329146923077,0.291532475955565,-5.32802208103744,9.92880558096368e-08,7.75442123829346e-07,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g5363.t1",7.74787659132357,3.62491490178183,1.24602378727553,2.90918595519579,0.00362371249449797,0.010506808646262,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g23306.t1",9.43216603954179,7.15329508367918,2.09064809020543,3.42156822910177,0.000622611010752256,0.00220801087370646,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g38955.t1",46.8999314850557,2.48314202382512,0.837277082623789,2.96573508980283,0.00301960464295315,0.00897612321709858,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g49822.t1",13.8254909953808,8.67962772309243,1.58868703275093,5.46339684542084,4.67108752843353e-08,3.90037827244566e-07,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g23363.t1",64.2864332927317,1.31819976683024,0.448161202199842,2.94135181796132,0.00326783150455773,0.00959935427668156,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g19191.t1",82.7275325004854,1.02778829334944,0.315047003858205,3.26233317810578,0.00110499188251063,0.0036875048624992,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g41648.t1",20.4551097081245,8.71284932375197,1.7026901675635,5.11710790943241,3.10256135762788e-07,2.19910823742061e-06,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g33351.t1",25.9903462229498,-1.55171235039348,0.479600825989959,-3.23542468299661,0.00121461925165378,0.00402415520926858,"Up at 1 hpf"
"Montipora_capitata_HIv3___TS.g10341.t1",229.381869147316,-1.59624300948326,0.183624558310185,-8.69297126796533,3.53081689407775e-18,1.48309660929066e-16,"Up at 1 hpf"
"Montipora_capitata_HIv3___TS.g45495.t1",63.8426860138052,7.62734717871677,1.01233784652737,7.5343890430264,4.90626484462854e-14,1.09975463257439e-12,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g45030.t1",26.3773434594149,4.88012286372065,1.02509069861642,4.76067422161513,1.92947289113779e-06,1.18620047682074e-05,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.5043_t",155.170562170948,2.77756400800738,0.310197995673026,8.95416490999886,3.42316826883053e-19,1.66187078618954e-17,"Up at 72 hpf"
"Montipora_capitata_HIv3___RNAseq.g35033.t1",36.5098847861485,1.73922936189632,0.370206464251827,4.69799835994553,2.62723541135212e-06,1.5613041326552e-05,"Up at 72 hpf"
"Montipora_capitata_HIv3___TS.g48020.t2",242.248424793893,-1.48161579959366,0.294106305808321,-5.03768797313471,4.71188739358905e-07,3.21707025508578e-06,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g39383.t1",36.1179700676108,-8.15244323978113,1.10648762823482,-7.36785756275174,1.73391897037903e-13,3.61021361483445e-12,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g35184.t1",7.80036011580879,-6.71417639199034,2.79164759124401,-2.40509454454399,0.0161682822619062,0.0385008704675531,"Up at 1 hpf"
