"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"Montipora_capitata_HIv3___RNAseq.g14329.t1",7.18037719003745,5.39118479511083,1.34351234225401,33.0299786566966,2.61381461123173e-05,4.46024692986582e-05,"Up at 22 hpf"
"Montipora_capitata_HIv3___TS.g2682.t1",12.9395296844511,6.89064937022898,1.45184208898546,31.5927621426547,4.83185542698253e-05,8.05180277815213e-05,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g231.t1",10.9969200082595,4.1825605951772,1.86520384461078,50.6140954380738,1.09416421012511e-08,2.43642816892741e-08,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g17483.t1",10.674258038478,4.85511969156196,1.19136250754229,19.6431535415945,0.00639430022435481,0.00842615556225526,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g23290.t2",14.3206752718381,7.92372514176371,1.18644929798921,151.192232996632,2.28088711759898e-29,1.22526194589752e-28,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g12188.t1",5.61746810474853,6.94387956994169,1.76287947318743,20.2963438874201,0.00496392569919598,0.0066303247042025,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g39326.t1a",536.48070633698,-1.06300664477606,0.278259480529083,187.824007095985,4.32864948767435e-37,2.97461934250867e-36,"Up at 1 hpf"
"Montipora_capitata_HIv3___RNAseq.g39326.t1b",29.0005348983925,3.87244216523464,0.89571114933079,32.7026191976172,3.00758090448842e-05,5.10675319429366e-05,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g33007.t1c",15.2758158098783,8.89476818091445,1.92181359625025,27.9407100474385,0.000225398884745322,0.000351858950164718,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g19902.t1b",234.749947050606,1.33428989721758,0.248206585397045,361.950638020492,3.40327656008839e-74,6.24834714122844e-73,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g3182.t2",29.2734493958075,6.82226994083309,1.69959034023119,21.6541906033196,0.00291345967801489,0.00400573209882596,"Up at 22 hpf"
"Montipora_capitata_HIv3___TS.g41567.t2",16.0284829281213,6.5961032722935,2.04983217369856,34.7328780519126,1.25541464268858e-05,2.20275902950844e-05,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g6864.t1",67.604503991003,1.53011250363461,0.384160944589336,73.6130234726784,2.74188759594386e-13,7.88729182377494e-13,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g30156.t1",9.04059532886337,3.88750459437288,1.60198131960858,17.413327012192,0.0149168344567737,0.0187422080882715,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g41736.t1",30.697889128129,3.96426704645892,0.893654231208373,54.0567418998253,2.29188832266251e-09,5.33078550789634e-09,"Up at 22 hpf"
"Montipora_capitata_HIv3___RNAseq.g11038.t1",10.5795768769246,8.53171389168632,2.10702972638143,21.9045755996417,0.00263843577561024,0.00364720057287205,"Up at 22 hpf"
